pair_id,task,query_id,target_id,query_smiles,target_smiles,gold_relation,binary_label,gold_source,source_type,hard_negative_type
controlled_tautomer_000419,tox21_mmp,tox21_mmp_004752,tautomer_1x:419,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,tautomer,1,artifacts/phase0_tf_confirm_top_len158_extra/manifests/tautomer_1x.jsonl,self_rerun_controlled_injection,positive_controlled_relation
controlled_tautomer_000420,tox21_mmp,tox21_mmp_005288,tautomer_1x:420,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)[C@@H]1c1cccc([N+](=O)[O-])c1,COC(=O)C1=C(C)N=C(C)C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)[C@@H]1c1cccc([N+](=O)[O-])c1,tautomer,1,artifacts/phase0_tf_confirm_top_len158_extra/manifests/tautomer_1x.jsonl,self_rerun_controlled_injection,positive_controlled_relation
controlled_tautomer_000421,sider_gastro,sider_gastro_000194,tautomer_1x:421,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,CO[C@@]1(NC(O)=c2sc(=C(C(N)=O)C(=O)O)s2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,tautomer,1,artifacts/phase0_tf_confirm_top_len158_extra/manifests/tautomer_1x.jsonl,self_rerun_controlled_injection,positive_controlled_relation
controlled_tautomer_000422,sider_gastro,sider_gastro_000244,tautomer_1x:422,CCCCC(C)(O)CC=C[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,CCCCC(C)(O)CC=C[C@@H]1C(CCCCCCC(=O)OC)C(=O)C[C@H]1O,tautomer,1,artifacts/phase0_tf_confirm_top_len158_extra/manifests/tautomer_1x.jsonl,self_rerun_controlled_injection,positive_controlled_relation
controlled_tautomer_000423,sider_gastro,sider_gastro_000298,tautomer_1x:423,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,tautomer,1,artifacts/phase0_tf_confirm_top_len158_extra/manifests/tautomer_1x.jsonl,self_rerun_controlled_injection,positive_controlled_relation
controlled_tautomer_000424,sider_gastro,sider_gastro_000438,tautomer_1x:424,CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C,CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(=O)CC21C,tautomer,1,artifacts/phase0_tf_confirm_top_len158_extra/manifests/tautomer_1x.jsonl,self_rerun_controlled_injection,positive_controlled_relation
controlled_tautomer_000425,sider_gastro,sider_gastro_000564,tautomer_1x:425,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,N=C(CCSCc1csc(N=C(N)N)n1)NS(N)(=O)=O,tautomer,1,artifacts/phase0_tf_confirm_top_len158_extra/manifests/tautomer_1x.jsonl,self_rerun_controlled_injection,positive_controlled_relation
controlled_tautomer_000426,sider_gastro,sider_gastro_000616,tautomer_1x:426,CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,CC(C)(C)NC(=O)C1CC2CCCCC2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,tautomer,1,artifacts/phase0_tf_confirm_top_len158_extra/manifests/tautomer_1x.jsonl,self_rerun_controlled_injection,positive_controlled_relation
controlled_tautomer_000427,sider_gastro,sider_gastro_000890,tautomer_1x:427,CN1C=CC=C/C1=C\[NH+]=O,CN1C=CC=CC1=C=[NH+]O,tautomer,1,artifacts/phase0_tf_confirm_top_len158_extra/manifests/tautomer_1x.jsonl,self_rerun_controlled_injection,positive_controlled_relation
controlled_tautomer_000428,sider_gastro,sider_gastro_001088,tautomer_1x:428,COCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOC)c3csc(N)n3)C2SC1,COCC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOC)c3csc(N)n3)C2SC1,tautomer,1,artifacts/phase0_tf_confirm_top_len158_extra/manifests/tautomer_1x.jsonl,self_rerun_controlled_injection,positive_controlled_relation
controlled_tautomer_000429,sider_gastro,sider_gastro_001216,tautomer_1x:429,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,CC(C)CC(NC(=O)C(CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)[C@@]1(C)CO1,tautomer,1,artifacts/phase0_tf_confirm_top_len158_extra/manifests/tautomer_1x.jsonl,self_rerun_controlled_injection,positive_controlled_relation
controlled_tautomer_000430,sider_gastro,sider_gastro_001270,tautomer_1x:430,CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1,CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)[nH]nc2c1,tautomer,1,artifacts/phase0_tf_confirm_top_len158_extra/manifests/tautomer_1x.jsonl,self_rerun_controlled_injection,positive_controlled_relation
controlled_tautomer_000431,sider_gastro,sider_gastro_001422,tautomer_1x:431,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1.O.O,C[C@H]1CN(CC(Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1.O.O,tautomer,1,artifacts/phase0_tf_confirm_top_len158_extra/manifests/tautomer_1x.jsonl,self_rerun_controlled_injection,positive_controlled_relation
hardneg_000000,tox21_are,tox21_are_000143,chembl36_hard_0103394,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C=C[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](OC(C)=O)CC[C@]4(C=O)[C@H]3CC[C@]12C,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_murcko_scaffold
hardneg_000001,tox21_are,tox21_are_000143,chembl36_hard_0025398,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C/C(=N\N=C(N)N)[C@H]1CC[C@]2(O)[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_scaffold_mw_logp_matched
hardneg_000002,chembl36_external,chembl36_hard_0014478,chembl36_hard_0000916,C#CCOc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,Br.CC1(C)N=C(N)N=C(N)N1c1cccc(CO)c1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_murcko_scaffold
hardneg_000003,chembl36_external,chembl36_hard_0014478,hiv_006019,C#CCOc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,CC(O)CCNc1nnc2c3ccccc3n(C)c2n1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
hardneg_000004,chembl36_external,chembl36_hard_0014478,chembl36_hard_0092626,C#CCOc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,C=CCOc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_scaffold_mw_logp_matched
hardneg_000005,chembl36_external,chembl36_hard_0048738,chembl36_hard_0048731,C=C(C)[C@]12C[C@@H](COC(=O)c3ccccc3)[C@@]34O[C@@]5(O[C@@H]1[C@@H]3[C@@H]1O[C@]1(CO)[C@@H](O)[C@@]1(O)[C@H]4[C@H]([C@H](C)[C@@H]1OC(=O)c1ccccc1)[C@H](C)CCCCCC[C@H]5O)O2,C=C(C)[C@]12C[C@@H](COC(=O)c3ccccc3)[C@@]34OC5(O[C@@H]1[C@@H]3[C@@H]1O[C@]1(COC(=O)CCC(=O)O)[C@@H](O)[C@@]1(O)[C@H]4[C@H]([C@H](C)[C@@H]1OC(=O)c1ccccc1)[C@H](C)CCCCCC[C@H]5O)O2,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_murcko_scaffold
hardneg_000006,chembl36_external,chembl36_hard_0048738,chembl36_hard_0048733,C=C(C)[C@]12C[C@@H](COC(=O)c3ccccc3)[C@@]34O[C@@]5(O[C@@H]1[C@@H]3[C@@H]1O[C@]1(CO)[C@@H](O)[C@@]1(O)[C@H]4[C@H]([C@H](C)[C@@H]1OC(=O)c1ccccc1)[C@H](C)CCCCCC[C@H]5O)O2,C=C(C)[C@]12C[C@@H](COC(=O)c3ccccc3)[C@@]34OC5(O[C@@H]1[C@@H]3[C@@H]1O[C@]1(COC(=O)c1ccccc1)[C@@H](O)[C@@]1(O)[C@H]4[C@H]([C@H](C)[C@@H]1O)[C@H](C)CCCCCC[C@H]5O)O2,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
hardneg_000007,chembl36_external,chembl36_hard_0102976,chembl36_hard_0102974,C=C[C@@]1(C)CCC2=C([C@H](O)[C@@H](O)[C@H]3C(C)(C)CCC[C@]23C)[C@@H]1OC,C=C[C@@]1(C)CCC2=C(C[C@@H](O)[C@H]3C(C)(C)CC[C@H](O)[C@]23C)[C@H]1O,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_murcko_scaffold
hardneg_000008,chembl36_external,chembl36_hard_0102976,chembl36_hard_0115117,C=C[C@@]1(C)CCC2=C([C@H](O)[C@@H](O)[C@H]3C(C)(C)CCC[C@]23C)[C@@H]1OC,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
hardneg_000009,chembl36_external,chembl36_hard_0102976,chembl36_hard_0104123,C=C[C@@]1(C)CCC2=C([C@H](O)[C@@H](O)[C@H]3C(C)(C)CCC[C@]23C)[C@@H]1OC,C=C[C@]1(C)CC2=C(C[C@@H]1O)[C@@]1(C)CCC[C@@](C)(C(=O)O)[C@@H]1CC2,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_scaffold_mw_logp_matched
hardneg_000010,tox21_mmp,tox21_mmp_002488,chembl36_hard_0137253,CCOC(=O)c1c(C)n(C)c2ccc(O)cc12,CC(=O)NCCn1ccc2ccccc21,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_murcko_scaffold
hardneg_000011,tox21_mmp,tox21_mmp_002488,chembl36_hard_0033416,CCOC(=O)c1c(C)n(C)c2ccc(O)cc12,C/C=C(\NC(=O)CCc1ccccc1)C(=O)O,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
hardneg_000012,tox21_mmp,tox21_mmp_002488,chembl36_hard_0012043,CCOC(=O)c1c(C)n(C)c2ccc(O)cc12,C#CCNC(=O)Cc1c[nH]c2ccc(OC)cc12,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_scaffold_mw_logp_matched
hardneg_000013,chembl36_external,chembl36_hard_0014734,chembl36_hard_0014741,C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@]3(C)C[C@@](C)(C(=O)N4CCOCC4)SC(N)=N3)c2)cn1,C#CCOc1cnc(/C(F)=C/c2ccc(F)c([C@]34CN(C(=O)OC(C)(C)C)C[C@H]3CSC(N)=N4)c2)cn1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
hardneg_000014,chembl36_external,chembl36_hard_0076146,chembl36_hard_0076145,C=CC(=O)Nc1ccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)cc1,C=CC(=O)Nc1ccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)cc1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_murcko_scaffold
hardneg_000015,chembl36_external,chembl36_hard_0076146,chembl36_hard_0077608,C=CC(=O)Nc1ccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)cc1,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
hardneg_000016,chembl36_external,chembl36_hard_0076146,chembl36_hard_0077608,C=CC(=O)Nc1ccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)cc1,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_scaffold_mw_logp_matched
hardneg_000017,chembl36_external,chembl36_hard_0083270,chembl36_hard_0086552,C=CCCCN1CC[C@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,C=CCN1CC(C)[C@]2(CC)CC1Cc1ccc(O)cc12,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_murcko_scaffold
hardneg_000018,chembl36_external,chembl36_hard_0083270,chembl36_hard_0020092,C=CCCCN1CC[C@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,C(=C\c1ccccc1)/COCC1CCN(CC2CC2)CC1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
hardneg_000019,chembl36_external,chembl36_hard_0083270,chembl36_hard_0034752,C=CCCCN1CC[C@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,C/C=C/CN1CC[C@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_scaffold_mw_logp_matched
hardneg_000020,chembl36_external,chembl36_hard_0089274,tox21_ahr_006137,C=CCNC(S)=NNC(=O)c1ccc(OCC)cc1,O=[N+]([O-])c1ccccc1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_murcko_scaffold
hardneg_000021,chembl36_external,chembl36_hard_0089274,zinc15_hard_0058905,C=CCNC(S)=NNC(=O)c1ccc(OCC)cc1,CCCCc1nc(C[S@@](=O)c2ccc(C)cn2)no1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
hardneg_000022,chembl36_external,chembl36_hard_0089274,zinc15_hard_0055550,C=CCNC(S)=NNC(=O)c1ccc(OCC)cc1,CC[C@](C)(CC(=O)OC)NCC[C@@H](O)c1ccccc1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_scaffold_mw_logp_matched
hardneg_000023,tox21_are,tox21_are_005970,chembl36_hard_0080804,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,C=CC/N=C(\N)c1ccc(C(=O)Nc2ccc3c(c2)CC(CC(=O)O)CC3)cc1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_murcko_scaffold
hardneg_000024,tox21_are,tox21_are_005970,tox21_mmp_001328,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,CC1(C)CCC(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
hardneg_000025,tox21_are,tox21_are_007371,clean_0002809,Cc1cccc2sc(N)nc12,CCOc1ccc2nc(NC(=O)CC)sc2c1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_murcko_scaffold
hardneg_000026,tox21_are,tox21_are_007371,clean_0007977,Cc1cccc2sc(N)nc12,Cc1cccc2[nH]c(=S)[nH]c12,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
hardneg_000027,tox21_are,tox21_are_007371,tox21_are_007373,Cc1cccc2sc(N)nc12,COc1ccc2nc(N)sc2c1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_scaffold_mw_logp_matched
hardneg_000028,chembl36_external,chembl36_hard_0133408,chembl36_hard_0133362,CC(=O)NC1=NN(C(C)=O)C(c2sccc2C)S1,CC(=O)NC1=NN(C(C)=O)C(C)(c2ccc(Cl)s2)S1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_murcko_scaffold
hardneg_000029,chembl36_external,chembl36_hard_0133408,chembl36_hard_0133375,CC(=O)NC1=NN(C(C)=O)C(c2sccc2C)S1,CC(=O)NC1=NN(C(C)=O)C(C)(c2ccsc2)S1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
hardneg_000030,chembl36_external,chembl36_hard_0133408,chembl36_hard_0133373,CC(=O)NC1=NN(C(C)=O)C(c2sccc2C)S1,CC(=O)NC1=NN(C(C)=O)C(C)(c2cccs2)S1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_scaffold_mw_logp_matched
hardneg_000031,chembl36_external,chembl36_hard_0116232,chembl36_hard_0066301,CC(=O)COc1cccc2ccc(/C=C/c3ccc(Br)s3)nc12,C=CC(=O)N1C(=O)CC(c2ccc(Br)cc2)Sc2ccccc21,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
hardneg_000032,chembl36_external,chembl36_hard_0054098,chembl36_hard_0055877,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@H]4OC(=O)C(=C)[C@@H]4CCC)CC[C@@H]23)C[C@@H](O)[C@H](C)[C@@H]1O,C=C1C(=O)O[C@H](C[C@@H](C)[C@H]2CC[C@H]3/C(=C/C=C4/C[C@@H](O)[C@H](CCCO)[C@H](O)C4=C)CCC[C@]23C)[C@@H]1C,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_murcko_scaffold
hardneg_000033,chembl36_external,chembl36_hard_0054098,chembl36_hard_0051028,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@H]4OC(=O)C(=C)[C@@H]4CCC)CC[C@@H]23)C[C@@H](O)[C@H](C)[C@@H]1O,C=C(COC(=O)CCCCCCC/C=C\CCCCCCCC)[C@H]1Cc2cc(C(C)=O)ccc2O1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
hardneg_000034,chembl36_external,chembl36_hard_0054098,chembl36_hard_0054058,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@H]4OC(=O)C(=C)[C@@H]4CCC)CC[C@@H]23)C[C@@H](O)[C@H](C)[C@@H]1O,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4OC(=O)C(=C)[C@H]4CCCC)CC[C@@H]23)C[C@@H](O)[C@H](C)[C@@H]1O,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_scaffold_mw_logp_matched
hardneg_000035,chembl36_external,chembl36_hard_0127500,chembl36_hard_0127502,CC(=O)N1CCc2c([nH]c3ccc(Br)cc23)C1c1ccccc1,CC(=O)N1CCc2c([nH]c3ccc(C)cc23)C1c1cccc(O)c1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_murcko_scaffold
hardneg_000036,chembl36_external,chembl36_hard_0127500,chembl36_hard_0107198,CC(=O)N1CCc2c([nH]c3ccc(Br)cc23)C1c1ccccc1,C=Cn1cc[n+](CC(=O)c2ccc(-c3ccccc3)cc2)c1.[Br-],none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
hardneg_000037,chembl36_external,chembl36_hard_0127500,chembl36_hard_0134941,CC(=O)N1CCc2c([nH]c3ccc(Br)cc23)C1c1ccccc1,CC(=O)NCCC(=O)N1CCc2c([nH]c3ccccc23)C1c1cccc(C)c1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_scaffold_mw_logp_matched
hardneg_000038,chembl36_external,chembl36_hard_0018022,chembl36_hard_0081599,C#Cc1ccc([C@H]2C=C(C(=O)Nc3ccccc3)O[C@@H](OCc3ccc(CO)cc3)C2)cc1,C=CCC(Cc1cccc(OCC(=O)O)c1)c1nc(-c2ccccc2)c(-c2ccccc2)o1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
hardneg_000039,tox21_are,tox21_are_002254,tox21_are_000749,COC(=O)CCCCC(=O)OC,C(COCC1CO1)OCC1CO1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
hardneg_000040,chembl36_external,chembl36_hard_0091918,zinc15_hard_0007782,C=CCOc1cc(C2CNC(=O)C2)ccc1OC,CCCCN(CC)CN1C[C@@H](c2ccccc2C)CC1=O,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_murcko_scaffold
hardneg_000041,chembl36_external,chembl36_hard_0091918,chembl36_hard_0127387,C=CCOc1cc(C2CNC(=O)C2)ccc1OC,CC(=O)N1CC[C@H]2c3ccc(O)cc3OC[C@]21C,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
hardneg_000042,chembl36_external,chembl36_hard_0091918,chembl36_hard_0043912,C=CCOc1cc(C2CNC(=O)C2)ccc1OC,C=C(C)COc1cc(C2CNC(=O)C2)ccc1OC,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_scaffold_mw_logp_matched
hardneg_000043,chembl36_external,chembl36_hard_0034077,chembl36_hard_0022333,C/C=C/C/C=C(/C)C(=O)CC/C(C)=C/C=C(\C)C(=O)c1c(O)cc([C@H](C)CC/C=C/NC(=O)OC)oc1=O,C/C(=C\C(=O)c1c(O)cc(C)oc1=O)N(C)C,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_murcko_scaffold
hardneg_000044,chembl36_external,chembl36_hard_0034077,chembl36_hard_0063603,C/C=C/C/C=C(/C)C(=O)CC/C(C)=C/C=C(\C)C(=O)c1c(O)cc([C@H](C)CC/C=C/NC(=O)OC)oc1=O,C=C1[C@@H](C)[C@H]2[C@H](Cc3ccc(O)c(O)c3)NC(=O)[C@]23[C@H](OC(C)=O)/C=C/[C@@H](C)C[C@@H](CO)C/C=C/[C@H]3[C@@H]1O,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
hardneg_000045,chembl36_external,chembl36_hard_0034077,chembl36_hard_0034090,C/C=C/C/C=C(/C)C(=O)CC/C(C)=C/C=C(\C)C(=O)c1c(O)cc([C@H](C)CC/C=C/NC(=O)OC)oc1=O,C/C=C/C/C=C(\C)C(O)CC/C(C)=C/C=C(\C)C(=O)c1c(O)cc([C@H](C)CC/C=C/NC(=O)OC)oc1=O,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_scaffold_mw_logp_matched
hardneg_000046,chembl36_external,chembl36_hard_0044914,chembl36_hard_0065150,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(OC(=O)N2CCOCC2)cc(CCCCC)cc1OC(=O)N1CCOCC1,C=C1[C@H]2C[C@@]3([C@@H]1OC(=O)CC)[C@@H](C/C2=N/OC(=O)CC)[C@@]12[C@@H](OC(=O)CC)CC[C@@]4(C)CN(CC)[C@H]1[C@@H]3C[C@H]42,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
hardneg_000047,chembl36_external,chembl36_hard_0135640,chembl36_hard_0134658,CC(=O)NCCCN1CCN(c2nc(-c3ccncc3)cnc2N2CCCC2)CC1,CC(=O)NCC(O)CN1CCN(c2nc(-c3ccncc3)cnc2N2CCCC2)CC1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_murcko_scaffold
hardneg_000048,zinc15_external,zinc15_hard_0029367,chembl36_hard_0030645,Cc1ccc(C(=O)N[C@H](C)CNC(=O)CCc2cccnc2)c(O)n1,C/C(NCc1cccnc1)=C1/C(=O)NC(=O)N(C2CCCCC2)C1=O,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
hardneg_000049,chembl36_external,chembl36_hard_0091704,chembl36_hard_0014276,C=CCOc1c(/C=C/C(=O)c2cccc(CC=C)c2O)cccc1OC,C#CCOc1ccc(C(=O)/C=C/c2cccc(Cl)c2)c(O)c1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_murcko_scaffold
hardneg_000050,chembl36_external,chembl36_hard_0091704,chembl36_hard_0092319,C=CCOc1c(/C=C/C(=O)c2cccc(CC=C)c2O)cccc1OC,C=CCOc1ccc(C(=O)/C=C/c2cc(CC=C)c(O)cc2OC)cc1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
hardneg_000051,chembl36_external,chembl36_hard_0091704,chembl36_hard_0014611,C=CCOc1c(/C=C/C(=O)c2cccc(CC=C)c2O)cccc1OC,C#CCOc1cccc(/C=C/C(=O)c2ccc(OC)c(OC)c2OC)c1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_scaffold_mw_logp_matched
hardneg_000052,chembl36_external,chembl36_hard_0095611,chembl36_hard_0044012,C=CCc1c(OC(C)(C)C=C)ccc2ccc(=O)oc12,C=C(C)COc1ccc2c(CC)cc(=O)oc2c1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_murcko_scaffold
hardneg_000053,chembl36_external,chembl36_hard_0095611,chembl36_hard_0103343,C=CCc1c(OC(C)(C)C=C)ccc2ccc(=O)oc12,C=C[C@H](c1ccccc1)c1cc(OC)c(O)cc1OC,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
hardneg_000054,chembl36_external,chembl36_hard_0095611,chembl36_hard_0084890,C=CCc1c(OC(C)(C)C=C)ccc2ccc(=O)oc12,C=CCN(CC=C)Cc1cc(=O)oc2cc(C)c(C)cc12,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_scaffold_mw_logp_matched
hardneg_000055,chembl36_external,chembl36_hard_0095328,clintox_tox_001137,C=CC[n+]1ccc(/C=N/O)cc1,CCC(=O)OCCNC(=O)C[n+]1ccccc1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_murcko_scaffold
hardneg_000056,chembl36_external,chembl36_hard_0095328,chembl36_hard_0095359,C=CC[n+]1ccc(/C=N/O)cc1,C=CC[n+]1ccccc1/C=N/O,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
hardneg_000057,chembl36_external,chembl36_hard_0095328,clean_0004189,C=CC[n+]1ccc(/C=N/O)cc1,CN(C)C(=O)Oc1ccc[n+](C)c1,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_scaffold_mw_logp_matched
hardneg_000058,zinc15_external,zinc15_hard_0048722,zinc15_hard_0023756,C[C@H](CNC(=O)N[C@H]1CCCCNC1=O)COCc1ccccc1,CC(C)(C)[C@H](CCO)NC(=O)C(=O)Nc1ccc2c(c1)CCCN2,none,0,phase0_clean_corpus,self_rerun_hard_negative,same_formula_constitutional_isomer
