pair_id,task,query_id,target_id,query_smiles,target_smiles,gold_relation,binary_label,gold_source,source_type,hard_negative_type,pred_relation,pred_exact,pred_parent,pred_stereo,pred_tautomer,pred_family
chembl_exact_self_000864,chembl36_registry,1012,1012,CC(C)[C@H]1C(=O)N[C@H](CO)Cc2ccccc2N1C,CC(C)[C@H]1C(=O)N[C@H](CO)Cc2ccccc2N1C,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000865,chembl36_registry,1014,1014,CCN(C)c1ncnc2c1ncn2Cc1ccccc1F,CCN(C)c1ncnc2c1ncn2Cc1ccccc1F,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000866,chembl36_registry,1015,1015,Fc1ccccc1Cn1cnc2c(NC3CCCC3)ncnc21,Fc1ccccc1Cn1cnc2c(NC3CCCC3)ncnc21,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000867,chembl36_registry,1016,1016,CNc1ncnc2c1ncn2Cc1cc(F)ccc1F,CNc1ncnc2c1ncn2Cc1cc(F)ccc1F,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000868,chembl36_registry,1017,1017,CN(C)c1ncnc2c1ncn2Cc1c(F)cccc1F,CN(C)c1ncnc2c1ncn2Cc1c(F)cccc1F,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000869,chembl36_registry,1018,1018,CNc1ncnc2c1ncn2Cc1c(F)cccc1F,CNc1ncnc2c1ncn2Cc1c(F)cccc1F,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000870,chembl36_registry,1020,1020,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)NNC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)[C@@H](C)O)[C@@H](C)O,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)NNC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)[C@@H](C)O)[C@@H](C)O,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000871,chembl36_registry,1021,1021,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CO)C(=O)O,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CO)C(=O)O,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000872,chembl36_registry,1022,1022,COC(=O)C1=CCCN(C)C1,COC(=O)C1=CCCN(C)C1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000873,chembl36_registry,1023,1023,CC(=O)c1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,CC(=O)c1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000874,chembl36_registry,1024,1024,CCOC(=O)c1cccc(N2C(N)=NC(N)=NC2(C)C)c1,CCOC(=O)c1cccc(N2C(N)=NC(N)=NC2(C)C)c1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000875,chembl36_registry,1025,1025,Oc1nc2ccccc2nc1N1CCNCC1,Oc1nc2ccccc2nc1N1CCNCC1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000876,chembl36_registry,1026,1026,Nc1nc(N)c2cc(S(=O)(=O)c3ccc4ccccc4c3)ccc2n1,Nc1nc(N)c2cc(S(=O)(=O)c3ccc4ccccc4c3)ccc2n1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000877,chembl36_registry,1027,1027,CC(C)CC(=O)C(=O)N1CCC[C@H]1C(=O)OCCS(=O)(=O)c1ccccc1,CC(C)CC(=O)C(=O)N1CCC[C@H]1C(=O)OCCS(=O)(=O)c1ccccc1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000878,chembl36_registry,1028,1028,CC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1,CC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000879,chembl36_registry,1029,1029,CCC1CC(C)c2cc3c(C(F)(F)F)cc(=O)oc3cc2N1,CCC1CC(C)c2cc3c(C(F)(F)F)cc(=O)oc3cc2N1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000880,chembl36_registry,1030,1030,CC1CCNc2cc3oc(=O)cc(C(F)(F)F)c3cc21,CC1CCNc2cc3oc(=O)cc(C(F)(F)F)c3cc21,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000881,chembl36_registry,1031,1031,CN1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccccc2C1=O,CN1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccccc2C1=O,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000882,chembl36_registry,1032,1032,CC1(C)N=C(N)N=C(N)N1c1ccc(C(F)(F)F)cc1,CC1(C)N=C(N)N=C(N)N1c1ccc(C(F)(F)F)cc1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000883,chembl36_registry,1033,1033,Cc1oc(-c2ccc(Cl)cc2)nc1COc1cccc(/C=C/C(C)n2oc(=O)[nH]c2=O)c1,Cc1oc(-c2ccc(Cl)cc2)nc1COc1cccc(/C=C/C(C)n2oc(=O)[nH]c2=O)c1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000884,chembl36_registry,1035,1035,COc1noc2c1CN(C)CC2.Cl,COc1noc2c1CN(C)CC2.Cl,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000885,chembl36_registry,1036,1036,CC#CCOc1noc2c1CNCC2.Cl,CC#CCOc1noc2c1CNCC2.Cl,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000886,chembl36_registry,1037,1037,C/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,C/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000887,chembl36_registry,1038,1038,Cc1cccc(N2C(N)=NC(N)=NC2(C)C)c1,Cc1cccc(N2C(N)=NC(N)=NC2(C)C)c1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000888,chembl36_registry,1039,1039,CN1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccc(Cl)cc2C1=O,CN1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccc(Cl)cc2C1=O,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000889,chembl36_registry,1040,1040,FC(F)(F)c1ccc2nc(N3CCNCC3)cnc2c1,FC(F)(F)c1ccc2nc(N3CCNCC3)cnc2c1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000890,chembl36_registry,1041,1041,Nc1ccc2nc(N3CCNCC3)cnc2c1,Nc1ccc2nc(N3CCNCC3)cnc2c1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000891,chembl36_registry,1042,1042,Cc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,Cc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000892,chembl36_registry,1044,1044,C[C@@H](N)Cc1c2c(c(Br)c3c1OCC3)OCC2.Cl,C[C@@H](N)Cc1c2c(c(Br)c3c1OCC3)OCC2.Cl,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000893,chembl36_registry,1045,1045,C=C(Br)COc1noc2c1CNCC2.Cl,C=C(Br)COc1noc2c1CNCC2.Cl,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000894,chembl36_registry,1046,1046,C#CCOc1noc2c1CNCC2.Cl,C#CCOc1noc2c1CNCC2.Cl,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000895,chembl36_registry,1048,1048,C[C@H](N)Cc1c2ccoc2cc2ccoc12.Cl,C[C@H](N)Cc1c2ccoc2cc2ccoc12.Cl,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000896,chembl36_registry,1049,1049,C/C=C/COc1noc2c1CNCC2.Cl,C/C=C/COc1noc2c1CNCC2.Cl,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000897,chembl36_registry,1050,1050,CC(C)COc1noc2c1CNCC2.Cl,CC(C)COc1noc2c1CNCC2.Cl,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000898,chembl36_registry,1051,1051,COc1c2occc2c(CN2CCOCC2)c2ccc(=O)oc12.Cl,COc1c2occc2c(CN2CCOCC2)c2ccc(=O)oc12.Cl,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000899,chembl36_registry,1052,1052,COc1noc2c1CNCC2.Cl,COc1noc2c1CNCC2.Cl,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000900,chembl36_registry,1053,1053,C[C@@H](N)Cc1c2c(c(C(F)(F)F)c3c1OCC3)OCC2.Cl,C[C@@H](N)Cc1c2c(c(C(F)(F)F)c3c1OCC3)OCC2.Cl,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000901,chembl36_registry,1054,1054,CCCCCCCCC#Cc1ccc2c(c1)C[C@@H](CO)NC(=O)[C@H](C(C)C)N2C,CCCCCCCCC#Cc1ccc2c(c1)C[C@@H](CO)NC(=O)[C@H](C(C)C)N2C,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000902,chembl36_registry,1057,1057,O=C(O)C1CN(c2cnc3ccccc3n2)CCN1,O=C(O)C1CN(c2cnc3ccccc3n2)CCN1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000903,chembl36_registry,1058,1058,c1ccc2nc(N3CCNCC3)cnc2c1,c1ccc2nc(N3CCNCC3)cnc2c1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000904,chembl36_registry,1060,1060,CN1CCN(c2nc3ccc(S(N)(=O)=O)cc3nc2Cl)CC1,CN1CCN(c2nc3ccc(S(N)(=O)=O)cc3nc2Cl)CC1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000905,chembl36_registry,1061,1061,CCC1CC(CC)c2cc3c(C(F)(F)F)cc(=O)oc3cc2N1,CCC1CC(CC)c2cc3c(C(F)(F)F)cc(=O)oc3cc2N1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000906,chembl36_registry,1063,1063,COc1c2occc2cc2ccc(=O)oc12,COc1c2occc2cc2ccc(=O)oc12,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000907,chembl36_registry,1064,1064,COc1cccc(-c2ccc(Cl)cc2)c1CC(=O)O,COc1cccc(-c2ccc(Cl)cc2)c1CC(=O)O,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000908,chembl36_registry,1065,1065,COc1cccc(N2C(N)=NC(N)=NC2(C)C)c1,COc1cccc(N2C(N)=NC(N)=NC2(C)C)c1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000909,chembl36_registry,1066,1066,O=C1CN(c2cnc3ccccc3n2)CCN1,O=C1CN(c2cnc3ccccc3n2)CCN1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000910,chembl36_registry,1067,1067,Fc1cccc2ncc(N3CCNCC3)nc12,Fc1cccc2ncc(N3CCNCC3)nc12,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000911,chembl36_registry,1068,1068,CC(C)NCC(O)COc1ccc(CCOCC2CCCC2)cc1,CC(C)NCC(O)COc1ccc(CCOCC2CCCC2)cc1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000912,chembl36_registry,1069,1069,CC(C)CC(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1,CC(C)CC(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000913,chembl36_registry,1070,1070,CN(C=O)c1ncnc2c1ncn2Cc1ccccc1F,CN(C=O)c1ncnc2c1ncn2Cc1ccccc1F,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000914,chembl36_registry,1071,1071,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)c1ccc(C(F)(F)F)cc1,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)c1ccc(C(F)(F)F)cc1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000915,chembl36_registry,1072,1072,COC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cl)ccc1-2,COC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cl)ccc1-2,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000916,chembl36_registry,1073,1073,COC(=O)c1ncn2c1CN(C)C(=O)c1ccccc1-2,COC(=O)c1ncn2c1CN(C)C(=O)c1ccccc1-2,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000917,chembl36_registry,1074,1074,COc1c2occc2c(CN(CCO)CCO)c2ccc(=O)oc12.Cl,COc1c2occc2c(CN(CCO)CCO)c2ccc(=O)oc12.Cl,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000918,chembl36_registry,1075,1075,CC1(C)N=C(N)N=C(N)N1c1cccc(OCc2ccc(Cl)c(Cl)c2)c1,CC1(C)N=C(N)N=C(N)N1c1cccc(OCc2ccc(Cl)c(Cl)c2)c1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000919,chembl36_registry,1076,1076,CC(C)(C)c1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,CC(C)(C)c1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000920,chembl36_registry,1077,1077,CC(CCc1ccc(F)cc1)NCC(O)COc1ccc(CCOCC2CCC2)cc1,CC(CCc1ccc(F)cc1)NCC(O)COc1ccc(CCOCC2CCC2)cc1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000921,chembl36_registry,1078,1078,NS(=O)(=O)c1cccc2cccnc12,NS(=O)(=O)c1cccc2cccnc12,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000922,chembl36_registry,1079,1079,CCNC1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CCNC1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000923,chembl36_registry,1080,1080,Fc1ccccc1Cn1cnc2c(NC3CCC3)ncnc21,Fc1ccccc1Cn1cnc2c(NC3CCC3)ncnc21,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000924,chembl36_registry,1081,1081,CC1(C)N=C(N)N=C(N)N1c1cccc(OCCCCOc2cccc(C(F)(F)F)c2)c1,CC1(C)N=C(N)N=C(N)N1c1cccc(OCCCCOc2cccc(C(F)(F)F)c2)c1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000925,chembl36_registry,1082,1082,Cc1oc2c(C)c3oc(=O)cc(C)c3cc2c1CNCCO,Cc1oc2c(C)c3oc(=O)cc(C)c3cc2c1CNCCO,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000926,chembl36_registry,1083,1083,CCCOc1noc2c1CNCC2.Cl,CCCOc1noc2c1CNCC2.Cl,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000927,chembl36_registry,1084,1084,CC(C)Oc1noc2c1CNCC2.Cl,CC(C)Oc1noc2c1CNCC2.Cl,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000928,chembl36_registry,1085,1085,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000929,chembl36_registry,1086,1086,COc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,COc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000930,chembl36_registry,1087,1087,C[C@H](N)Cc1c2c(c(Br)c3c1OCC3)OCC2.Cl,C[C@H](N)Cc1c2c(c(Br)c3c1OCC3)OCC2.Cl,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000931,chembl36_registry,1088,1088,COc1cc(C(F)(F)F)c(OC)cc1CC(C)N,COc1cc(C(F)(F)F)c(OC)cc1CC(C)N,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000932,chembl36_registry,1089,1089,CCNC1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,CCNC1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000933,chembl36_registry,1090,1090,COc1cc(CC(C)N)c(OC)cc1Br,COc1cc(CC(C)N)c(OC)cc1Br,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000934,chembl36_registry,1091,1091,COc1ccc(CC(=O)O)cc1-c1ccc(Cl)cc1,COc1ccc(CC(=O)O)cc1-c1ccc(Cl)cc1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000935,chembl36_registry,1092,1092,NC1=NC(C(F)(F)F)CCC1,NC1=NC(C(F)(F)F)CCC1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000936,chembl36_registry,1093,1093,CC1(C)N=C(N)N=C(N)N1c1cccc(C#N)c1,CC1(C)N=C(N)N=C(N)N1c1cccc(C#N)c1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000937,chembl36_registry,1094,1094,CCCCOc1noc2c1CNCC2.Cl,CCCCOc1noc2c1CNCC2.Cl,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000938,chembl36_registry,1095,1095,CCOc1noc2c1CNCC2.Cl,CCOc1noc2c1CNCC2.Cl,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000939,chembl36_registry,1096,1096,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000940,chembl36_registry,1097,1097,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)OCc1ccccc1,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)OCc1ccccc1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
chembl_exact_self_000941,chembl36_registry,1098,1098,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)OCc1ccc([N+](=O)[O-])cc1,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)OCc1ccc([N+](=O)[O-])cc1,exact,1,ChEMBL36 standard_inchi_key self-identity,external_registry_identity_sanity_check,positive_exact_identity,exact,True,True,True,True,True
